Name,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Essentiality
YKL184W,7.51,2.36,6.44,6.87,5.58,5.36,2.58,5.15,6.65,9.87,1.5,5.58,3.86,2.58,3.43,7.08,5.79,6.87,0.64,4.29,0
YJL208C,6.69,1.82,5.17,5.78,5.78,5.17,2.13,5.47,7.9,8.21,0.91,6.08,8.81,3.95,5.17,6.08,4.56,5.78,0.61,3.95,0
YOR151C,6.54,1.39,6.29,7.6,4.08,6.78,2.7,7.43,6.05,8.66,3.27,3.35,4.33,3.92,6.45,6.13,5.72,4.98,0.57,3.76,1
YJL167W,7.95,1.7,6.82,8.81,4.55,4.55,1.42,6.53,9.94,10.51,1.99,3.69,2.56,3.98,3.12,5.11,4.26,5.68,1.14,5.68,1
YJL166W,5.32,0,0,5.32,6.38,11.7,2.13,4.26,7.45,5.32,3.19,6.38,6.38,4.26,4.26,6.38,2.13,5.32,5.32,8.51,0
YJR010W,6.07,0.2,7.05,6.26,4.31,6.65,2.74,7.63,4.31,10.18,0.98,4.11,5.87,4.5,6.26,6.26,4.7,7.05,1.17,3.72,0
YHR005C,6.14,1.69,8.05,6.36,5.08,5.51,1.06,8.05,9.11,9.11,1.91,5.93,1.48,6.14,5.51,5.93,5.08,4.24,0.85,2.75,1
YDR127W,7.12,1.45,5.1,6.93,3.84,7.12,2.39,6.68,7.05,9.19,1.95,4.47,4.35,2.77,3.34,7.3,6.8,8.25,1.07,2.83,0
YJL005W,4.64,0.99,6.17,5.82,3.65,4.05,2.71,5.53,6.66,10.41,2.52,7.65,4.29,3.11,5.03,11.9,6.56,4.99,0.59,2.71,1
YCR005C,6.96,0,6.09,6.52,3.48,6.96,2.83,4.57,6.96,11.52,1.74,3.91,4.78,3.7,3.91,9.13,3.91,6.96,1.3,4.78,0
YHR023W,3.79,0.73,5.55,10.58,3.16,2.7,1.61,6.9,10.79,11.88,1.45,7.83,1.66,5.71,4.3,9.44,4.88,3.53,0.57,2.96,1
YOR260W,4.67,1.9,9,6.23,5.02,3.81,1.73,6.92,6.57,9,1.56,6.57,5.02,6.23,3.63,9,4.67,4.67,0.52,3.29,1
YPL237W,7.02,1.75,6.32,7.37,4.56,6.67,0.7,4.56,14.04,8.77,1.4,3.86,3.86,3.16,5.26,9.82,4.56,4.91,0,1.4,1
YJL194W,4.87,1.17,5.07,4.87,5.26,3.51,1.36,7.6,8.38,12.48,2.34,4.29,6.04,5.07,5.07,8.38,7.8,4.29,0.19,1.95,1
YEL060C,7.72,0.63,8.19,6.61,4.41,8.66,4.25,5.51,9.45,7.09,1.1,5.98,3.31,3.31,2.83,8.19,4.88,5.2,0.63,2.05,0
YBR084W,8.82,0.82,5.44,5.85,2.97,7.49,2.67,7.9,8,8.51,2.05,4.21,5.33,2.87,4.31,6.56,5.33,8,0.31,2.56,0
YPL016W,4.79,0.61,3.96,3.88,4.11,2.51,0.99,6.54,6.01,10.65,1.29,16.29,4.79,8.45,2.74,10.05,5.71,3.88,0.38,2.36,1
YGL203C,3.84,0.96,11.66,8.5,4.39,6.31,2.33,5.76,7.41,8.09,1.78,7.54,3.7,2.47,2.19,9.6,4.25,4.53,1.51,3.16,0
YFL018C,9.02,1,4.81,7.62,3.41,9.62,2.81,8.02,9.42,7.41,1.8,5.01,3.01,2.61,3.41,4.81,5.41,8.62,0.2,2,0
YML085C,6.94,2.46,6.04,8.5,4.47,7.83,2.46,4.25,4.92,8.5,1.79,4.7,4.7,2.91,4.7,6.26,5.59,7.83,0.89,4.25,1
YML124C,6.74,2.47,5.39,8.99,4.49,8.09,2.47,5.17,5.17,7.87,2.02,4.94,4.04,2.92,4.72,6.29,5.39,7.64,0.9,4.27,0
YJL026W,8.77,0.5,5.76,11.28,7.52,3.51,2.51,6.02,8.77,9.02,2.76,5.76,3.01,2.26,3.76,6.27,3.51,4.76,1.5,2.76,1
YLR182W,4.61,0.75,8.47,8.97,2.74,4.98,2.24,5.85,7.72,11.96,2.12,8.84,4.11,4.61,3.11,8.22,4.73,3.24,0.62,2.12,1
YLR333C,13.89,0,3.7,4.63,0,4.63,2.78,7.41,16.67,8.33,1.85,0,3.7,4.63,6.48,9.26,1.85,5.56,0.93,3.7,0
YKR057W,8.05,1.15,8.05,6.9,0,6.9,1.15,4.6,5.75,8.05,1.15,6.9,2.3,3.45,8.05,9.2,2.3,9.2,1.15,5.75,0
YPR102C,5.17,0.57,6.32,5.75,4.02,8.62,1.72,5.75,9.77,6.32,2.3,4.02,2.87,3.45,9.2,5.75,6.32,8.62,0.57,2.87,0
YLR264W,2.99,0,4.48,8.96,1.49,7.46,0,4.48,5.97,8.96,2.99,2.99,2.99,1.49,14.93,5.97,8.96,14.93,0,0,0
YLR256W,5.33,1.53,5.53,4.19,3.2,4.66,2.86,5.13,5.93,9.39,3.93,8.72,5.86,3.79,3.6,13.05,6.39,3.73,0.53,2.66,0
YLL039C,1.31,0,7.87,6.56,2.62,7.87,1.31,9.19,9.19,11.81,1.31,2.89,2.62,7.87,5.25,6.56,9.19,5.25,0,1.31,0
YKR094C,3.91,3.91,5.47,4.69,1.56,5.47,1.56,7.03,13.28,10.94,0.78,3.91,4.69,5.47,7.81,6.25,7.03,3.91,0,2.34,0
YJR045C,9.33,0,5.66,7.95,3.52,7.34,0.46,6.42,7.8,7.49,1.38,5.96,3.52,4.13,4.59,7.19,7.19,8.87,0.15,1.07,1
YNL015W,2.67,0,8,9.33,4,4,8,8,14.67,6.67,1.33,8,2.67,0,0,2.67,6.67,12,0,1.33,0
YGR118W,6.21,1.38,2.76,4.83,4.14,11.03,1.38,3.45,15.17,8.97,0.69,6.9,4.14,1.38,8.28,6.9,1.38,8.97,1.38,0.69,0
YIL069C,9.63,0,4.44,5.93,5.19,6.67,0.74,2.22,14.07,6.67,0.74,4.44,2.22,3.7,10.37,5.19,3.7,11.11,0,2.96,0
YJR145C,5.75,0.38,6.9,3.45,3.45,9.2,3.83,6.13,10.34,9.58,1.15,3.83,4.6,1.92,8.43,3.07,5.36,8.81,0.38,3.45,0
YBR181C,7.63,0.42,5.08,7.2,3.81,7.2,0.85,5.08,11.86,8.47,0.85,2.97,3.81,5.08,11.86,3.81,4.24,7.63,0,2.12,0
YBL072C,11.5,1,1.5,7,3.5,8,2,5.5,11,5,0.5,4,2,3.5,11,8.5,6,4,1.5,3,0
YGL135W,4.15,1.84,5.53,4.15,4.61,4.61,0.92,3.69,12.9,11.52,2.76,6.45,4.15,3.69,4.15,8.76,2.76,10.6,0.46,2.3,0
YFR031C-A,9.06,0,3.54,3.15,1.97,13.78,3.94,7.09,7.48,6.3,0.79,4.33,4.33,3.15,10.24,5.91,3.94,7.87,0.39,2.76,0
YDR025W,6.41,1.28,1.28,2.56,5.13,5.77,3.21,6.41,12.82,3.21,1.28,4.49,5.13,3.85,7.69,5.77,8.33,10.9,0.64,3.85,0
YOL120C,10.75,0.54,3.23,2.69,4.84,8.06,2.69,4.3,10.22,8.06,1.08,3.23,4.84,2.15,11.83,4.84,6.99,8.6,0,1.08,1
YDL083C,8.39,0,3.5,4.2,4.2,8.39,2.1,5.59,11.89,7.69,0.7,2.1,4.2,4.2,6.99,7.69,4.2,9.79,0,4.2,0
YDR418W,9.7,0.61,4.85,7.27,2.42,7.88,1.21,9.09,10.91,6.67,1.21,4.24,6.67,3.64,4.85,6.06,3.64,7.88,0,1.21,0
YDR450W,4.79,0.68,5.48,4.79,2.05,6.85,4.79,6.85,7.53,10.27,1.37,6.16,1.37,5.48,10.96,2.74,6.85,6.85,1.37,2.74,0
YHR053C,0,19.67,3.28,9.84,3.28,8.2,1.64,1.64,11.48,1.64,1.64,9.84,3.28,8.2,0,13.11,3.28,0,0,0,0
YBL027W,13.76,0,3.7,6.35,0.53,4.76,3.7,3.7,12.17,8.47,0.53,4.23,1.06,3.7,14.81,4.76,3.17,7.41,1.06,2.12,0
YDL191W,10.83,0.83,1.67,6.67,1.67,1.67,0,4.17,18.33,10.83,0.83,0.83,3.33,9.17,9.17,5,5,6.67,0,3.33,0
YCL067C,2.86,0.95,4.76,8.57,2.86,2.38,0.48,8.1,11.9,11.9,1.9,8.57,3.81,3.33,5.71,7.62,8.1,3.81,0.95,1.43,1
YHL034C,5.78,0.34,7.14,11.22,6.8,11.22,2.38,6.46,6.8,2.72,2.04,4.76,3.74,3.4,8.5,4.08,5.78,5.78,0,1.02,0
YJL138C,6.08,0.76,6.58,8.1,4.81,5.82,1.01,8.35,5.32,8.86,3.04,3.54,3.04,5.57,6.08,5.32,7.09,7.59,0,3.04,0
YGL256W,12.83,1.57,4.71,6.81,2.88,7.07,3.14,7.33,7.33,8.64,2.62,6.28,4.45,2.62,1.83,4.19,6.28,6.02,0,3.4,0
YMR256C,13.33,0,0,0,5,1.67,1.67,10,10,10,1.67,3.33,8.33,5,5,5,3.33,6.67,3.33,6.67,0
YIR008C,6.36,1.96,8.31,6.11,5.13,2.44,2.2,5.38,8.8,9.54,2.2,5.13,5.38,3.91,6.11,7.09,3.91,4.65,1.71,3.67,1
YAL005C,9.35,0.47,7.63,7.94,4.36,7.79,0.78,6.23,8.26,7.48,1.25,4.98,4.36,3.58,4.05,6.39,7.01,6.39,0.16,1.56,0
YLL024C,9.23,0.47,7.51,8.29,4.38,7.67,0.78,5.95,8.14,7.51,1.25,5.01,4.38,3.76,4.07,6.1,7.04,6.73,0.16,1.56,0
YHR007C,5.66,0.75,4.72,5.85,5.09,6.42,3.4,6.23,6.98,9.81,3.4,3.4,5.66,3.21,4.72,6.04,5.28,6.6,1.32,5.47,1
YDL130W,22.64,0,10.38,10.38,4.72,11.32,0.94,5.66,4.72,7.55,1.89,3.77,0.94,0,0,6.6,2.83,3.77,0.94,0.94,0
YLR180W,9.69,1.31,8.9,6.02,3.14,8.38,2.09,7.33,7.07,7.07,1.83,1.31,4.19,4.19,3.93,5.5,6.54,6.81,1.05,3.66,0
YBR031W,12.43,0.28,1.93,4.42,2.21,7.73,2.76,4.14,8.84,7.73,0.83,4.42,4.7,3.31,6.91,6.91,7.73,9.39,1.66,1.66,0
YER020W,5.57,0.89,5.57,5.35,3.79,4.9,1.11,6.24,5.57,8.46,2.23,7.8,4.45,7.8,4.68,9.35,6.9,5.57,0.89,2.9,0
YCR066W,3.08,2.46,6.37,6.98,3.49,3.7,2.26,4.52,8.42,9.45,3.29,6.37,5.34,4.52,5.13,12.53,5.95,3.7,0.82,1.64,0
YDL194W,6.45,0.79,5.32,4.75,5.43,7.24,1.58,7.47,3.85,7.81,2.26,6.45,3.96,3.62,3.85,11.43,7.24,6.56,0.79,3.17,0
YAL025C,6.86,1.96,7.19,14.71,1.63,3.59,2.29,3.27,10.46,5.88,1.96,4.58,2.29,4.58,6.54,7.52,3.59,5.88,1.96,3.27,1
YOR341W,6.19,1.44,6.31,6.67,3.67,5.77,2.22,5.53,7.81,8.59,2.58,5.89,3.85,3.91,4.75,7.93,6.25,6.91,0.48,3.25,1
YDR170C,5.72,1.29,7.57,8.71,4.73,3.43,1.69,6.37,5.77,10,1.94,6.57,3.04,4.23,4.23,10.25,5.77,5.77,0.75,2.14,1
YDL192W,6.08,0.55,3.87,7.73,4.42,8.29,1.1,6.08,4.97,10.5,3.31,6.63,1.66,2.76,6.63,6.63,6.63,6.63,2.76,2.76,0
YGL062W,8.66,1.02,6.54,6.37,3.99,7.64,2.46,6.11,5.52,8.83,2.21,3.9,4.67,4.24,5.6,5.09,5.35,8.49,0.68,2.63,0
YDR044W,5.49,0.91,7.01,6.4,4.57,7.93,3.66,4.27,5.79,7.62,2.44,2.74,6.71,4.88,6.4,3.96,7.32,5.18,2.44,4.27,1
YNL241C,5.74,0.2,7.33,7.52,5.35,6.34,1.98,5.35,8.51,8.91,2.18,4.16,5.74,2.97,4.95,5.94,4.36,7.33,0.99,4.16,1
YAL041W,4.33,0.82,4.22,6.32,4.8,1.99,2.93,7.26,7.26,9.84,2.58,8.2,3.63,4.68,3.98,14.87,5.39,4.1,0.7,2.11,1
YDL229W,10.11,0.49,6.2,8.16,4.24,6.85,0.82,5.71,7.67,8.32,1.63,3.59,3.26,3.92,4.73,7.01,7.34,8.32,0.16,1.47,0
YDR481C,7.6,0.53,7.77,6.36,4.42,6.54,4.59,4.42,4.95,9.54,1.24,4.77,3.18,3.53,4.24,8.66,6.18,7.07,0.88,3.53,0
YPR052C,10.75,0,4.3,10.75,3.23,3.23,0,2.15,16.13,5.38,2.15,5.38,7.53,3.23,7.53,3.23,6.45,3.23,1.08,4.3,0
YBR089C-A,12.12,0,4.04,11.11,3.03,4.04,0,2.02,14.14,4.04,2.02,5.05,6.06,4.04,10.1,4.04,6.06,3.03,1.01,4.04,1
YNR026C,6.58,0.64,7.01,4.67,4.88,5.94,2.34,8.28,8.7,7.86,1.49,6.37,2.12,1.7,2.12,9.77,8.92,7.43,0.21,2.97,1
YCL027W,3.71,1.56,4.69,4.88,2.15,3.71,1.95,6.84,8.01,8.01,2.15,6.25,6.05,4.1,4.1,12.11,9.57,4.3,1.37,4.49,0
YMR235C,7.13,1.23,7.13,13.02,4.18,4.67,2.46,4.67,7.62,15.72,0.98,5.16,2.7,2.46,2.46,5.16,4.91,5.9,0.25,2.21,1
YHR205W,5.22,1.09,6.8,4.98,5.22,6.31,3.76,4.73,5.95,7.28,2.43,9.59,4.73,4.61,2.91,10.19,6.55,4.25,0.97,2.43,0
YNL216W,8.59,0.48,8.95,7.26,3.99,3.51,2.3,4.59,5.2,6.17,1.81,7.86,5.68,3.63,5.44,8.71,7.38,5.2,0.24,3.02,1
YLR452C,4.15,1.43,5.87,5.16,5.3,3.01,3.3,6.3,8.88,10.46,3.01,5.87,4.58,3.15,3.44,10.32,7.59,4.3,0.86,3.01,0
YDR227W,4.34,0.37,5.67,7.95,2.72,2.87,1.91,6.55,11.63,6.77,1.47,7.36,5.67,4.2,3.53,12.81,7.22,4.93,0.44,1.55,0
YJL153C,5.82,1.13,6.38,6,3.75,5.82,1.69,6,7.5,10.51,2.06,7.32,4.69,3.56,3.19,6.57,5.44,7.88,0.75,3.94,0
YGL013C,3.93,2.25,5.34,5.9,6.18,3.93,2.25,6.18,6.65,9.08,2.06,9.27,3.75,3.65,4.03,10.49,5.43,5.43,0.75,3.46,0
YBR143C,6.64,0.92,7.32,8.92,5.26,7.09,0.92,6.18,9.38,9.38,1.37,5.03,2.29,3.43,2.97,5.72,5.49,7.32,0.46,3.89,1
YOR043W,4.53,1.65,5.35,7.82,4.12,3.7,2.47,6.17,6.58,9.05,1.65,6.38,4.73,6.17,4.53,11.52,5.35,4.32,1.44,2.47,0
YML075C,8.54,1.61,4.46,5.22,4.46,5.69,1.71,6.45,6.17,10.72,2.37,4.65,3.7,2.47,3.98,9.49,5.98,8.44,0.76,3.13,0
YLR450W,7.37,1.82,4.21,4.88,4.21,5.17,2.01,7.85,5.65,11.58,2.39,5.26,4.11,2.78,3.54,9.38,6.03,7.08,0.67,4.02,0
YKL126W,4.85,0.74,7.21,5.44,5,6.03,1.91,6.32,7.79,10.29,1.76,4.85,5.29,3.53,3.82,9.71,5.59,5,1.03,3.82,0
YNL071W,11.41,0.62,4.56,7.05,2.7,5.19,0.62,7.47,8.09,7.05,2.07,4.15,6.02,3.73,3.73,9.54,7.47,6.22,0.41,1.87,0
YBR196C,8.66,0,4.51,6.32,6.14,7.4,3.25,5.42,7.22,8.48,1.81,6.68,2.89,3.61,1.81,6.86,7.58,6.86,1.62,2.89,1
YNL250W,3.73,0.69,7.39,10.06,2.97,2.21,1.68,7.7,11.36,11.66,2.06,7.01,1.07,6.02,4.5,8.23,5.56,3.58,0.38,2.13,0
YGR083C,9.37,0.61,3.38,6.76,2.15,4.45,1.08,6.76,9.68,10.14,2,5.68,4.45,4.76,3.53,10.91,6.76,5.53,0.31,1.69,1
YKL209C,5.66,2.02,4.11,5.12,4.73,5.89,1.86,8.6,5.66,11.71,2.87,5.19,1.86,4.03,4.11,8.84,7.36,5.89,1.16,3.33,0
YGL115W,3.11,1.24,8.07,4.66,3.42,4.66,1.24,8.39,5.9,13.04,2.17,4.35,3.11,4.35,5.28,8.39,5.9,9.01,0.31,3.42,0
YDL040C,7.14,0.94,6.91,7.03,4.8,3.98,1.41,5.15,11.24,11.59,1.87,5.5,3.4,4.22,4.33,6.79,3.4,3.86,0.94,5.5,0
YOR276W,6.83,0.62,7.45,11.18,4.97,4.35,4.97,5.59,9.94,5.59,0.62,4.97,4.97,2.48,4.35,6.21,8.07,5.59,0.62,0.62,0
YLR234W,8.08,1.68,5.49,6.55,3.96,5.95,2.59,4.42,6.86,8.23,2.44,5.34,3.66,4.12,6.4,5.64,6.71,6.86,1.68,3.35,0
YNL238W,6.14,0.98,8.11,6.51,3.93,7,2.7,5.9,5.04,7.62,1.23,5.53,4.42,1.97,3.93,11.3,6.76,5.65,1.84,3.44,0
YDR122W,5.36,0.56,4.7,7.42,3.38,5.08,3.48,5.45,7.61,6.95,3.2,5.55,6.3,5.08,5.45,9.87,5.36,5.92,0.47,2.82,0
YLR096W,5.49,0.52,4.1,5.32,2.53,4.97,2.88,6.28,6.45,8.2,2.18,6.89,6.97,6.36,5.49,10.2,5.49,6.02,0.44,3.23,0
YGR202C,3.77,0.94,8.25,8.02,4.48,3.07,1.65,4.01,11.08,8.73,0.94,8.96,4.48,4.01,6.6,6.37,8.02,3.3,0.71,2.59,0
YNL102W,4.5,1.98,8.11,6.47,3.13,4.63,1.5,5.93,7.56,9.88,2.38,6.4,4.63,4.09,5.86,7.63,5.31,6.2,0.48,3.34,1
YER148W,9.58,0.83,4.17,7.92,6.25,5,0.83,7.92,9.17,6.67,2.08,3.33,4.58,3.33,6.25,5.83,6.67,6.67,0.42,2.5,1
YHR084W,4.8,1.02,6.1,5.96,4.8,4.07,1.31,2.76,6.4,6.98,2.76,7.85,9.45,5.52,3.92,9.88,6.1,4.94,0.73,4.65,1
YGL167C,6.32,1.47,6,6.11,4.53,5.79,1.37,7.79,6.63,11.05,3.26,6.11,3.68,2.32,3.68,7.89,6.95,7.37,0.42,1.26,0
YDR040C,7.24,1.47,6.42,5.5,4.86,6.78,2.02,7.61,5.77,8.16,2.75,5.59,3.48,2.57,3.57,8.07,6.6,7.79,1.47,2.29,0
YDR158W,9.04,2.47,5.75,6.58,3.01,7.67,2.19,8.49,7.4,9.32,1.1,3.29,6.03,3.01,4.11,6.03,4.38,7.67,0.55,1.92,0
YGR152C,4.78,0.74,5.51,6.62,2.57,5.51,0.74,5.88,9.19,7.72,2.21,4.41,2.94,6.25,5.51,11.4,5.51,9.19,0.37,2.94,0
YPR183W,6.37,1.12,4.49,5.99,6.37,6.37,2.25,6.37,5.99,10.86,3,3.37,5.62,3.75,4.87,5.99,4.49,7.12,0.75,4.87,1
YKL109W,4.69,0.36,9.21,5.78,4.51,1.99,3.25,4.15,7.94,8.48,1.26,12.64,5.05,3.07,2.89,13.54,5.23,3.43,0.54,1.99,0
YOR120W,6.41,0.64,5.77,6.09,2.56,5.13,2.88,7.05,8.97,9.62,0.96,6.09,6.09,4.17,3.21,5.77,6.09,7.69,2.24,2.56,0
YOR063W,8.53,0.52,4.13,5.17,3.88,8.01,4.39,4.65,11.11,5.43,1.81,2.07,3.62,1.81,8.53,5.43,6.98,9.04,1.81,3.1,1
YKL112W,4.51,0.41,11.35,6.16,1.92,4.65,5.34,4.79,6.57,6.29,1.5,14.64,3.28,3.15,2.74,9.71,4.79,5.47,0.27,2.46,1
YBR038W,6.85,1.25,4.98,5.19,5.92,4.67,2.18,5.5,6.33,9.24,2.49,5.19,4.47,3.74,5.09,9.24,5.19,6.23,1.77,4.47,1
YNL082W,3.32,1.6,7.33,7.22,4.7,4.47,2.18,6.64,8.48,8.48,1.95,6.99,3.09,3.89,4.58,8.82,6.53,6.76,0.34,2.63,0
YLR263W,2.42,1.33,6.05,9.43,4.84,2.78,1.81,7.5,11.85,8.59,1.45,7.5,3.63,5.8,3.39,8.59,5.68,5.32,0.6,1.45,0
YKL060C,9.19,1.39,5.01,8.64,4.18,8.36,3.34,6.41,7.52,6.69,2.23,5.01,4.46,2.51,2.79,5.57,5.57,6.13,0.84,4.18,1
YJL141C,3.84,1.61,3.97,4.83,3.72,4.96,2.35,5.33,5.58,8.55,1.73,7.93,6.69,8.43,4.21,11.65,4.96,4.46,0.87,4.34,0
YHR083W,5.17,2.43,4.26,6.38,4.26,3.65,2.43,5.47,6.69,12.46,2.43,4.56,3.34,6.38,3.65,7.9,6.69,7.6,0.61,3.65,1
YER162C,5.17,1.86,7.03,9.42,3.58,4.91,1.72,5.04,9.81,7.56,2.25,5.04,4.24,2.25,7.16,6.37,4.51,7.16,1.59,3.32,0
YDR217C,3.74,1.07,6.65,9.17,3.51,4.66,1.6,7.49,7.79,8.33,1.53,8.1,3.9,3.9,4.81,10.16,6.42,4.05,0.84,2.29,0
YKR026C,7.54,0.98,6.23,7.21,4.59,5.57,1.97,8.2,4.92,9.84,2.62,3.93,3.93,1.97,5.25,6.56,6.89,8.2,0.66,2.95,0
YKL104C,6.28,2.23,5.58,7.39,3.77,6.69,2.93,7.39,6.28,10.6,1.53,4.18,3.77,3.77,5.02,7.11,4.74,7.25,0.56,2.93,1
YLR195C,4.84,1.32,8.13,6.59,7.03,4.4,1.54,5.27,10.55,10.33,1.1,5.49,4.84,3.3,4.18,4.18,5.71,6.15,1.54,3.52,1
YML057W,6.95,1.66,6.13,7.28,4.3,4.3,3.48,4.97,6.62,10.43,2.32,6.62,5.13,2.48,4.64,6.79,6.29,5.13,0.83,3.64,0
YLL015W,4.94,1.09,4.62,6.03,4.87,4.68,1.03,8.92,6.16,11.93,2.5,5.58,3.66,2.89,4.62,9.36,5.2,6.74,1.28,3.91,0
YDR155C,6.17,1.23,6.17,4.32,7.41,14.2,2.47,4.32,7.41,4.94,1.85,4.32,6.17,2.47,3.09,5.56,4.94,9.26,0.62,3.09,0
YOR254C,5.13,1.06,8.3,6.64,5.28,4.22,1.96,7.69,7.84,9.5,1.36,4.68,5.43,3.62,3.47,7.39,6.49,5.58,1.21,3.17,1
YJL041W,10.21,0,5.95,5.71,7.53,7.9,0.36,1.82,10.94,3.77,0.24,10.94,5.1,3.52,0.36,14.58,8.51,1.82,0.24,0.49,1
YBR112C,12.63,0.52,3.52,7.04,1.14,3,2.28,3.42,3.31,7.35,1.55,5.18,6.94,17.18,2.9,7.14,6.11,4.45,1.04,3.31,1
YMR186W,6.24,0,6.52,13.62,4.82,3.55,0.57,6.67,10.35,9.65,1.84,3.97,3.83,3.12,3.83,6.38,5.67,5.96,0.71,2.7,0
YDR037W,6.26,1.52,6.94,9.31,5.08,5.58,2.71,4.74,8.12,8.8,3.38,3.55,5.58,4.4,5.92,3.89,4.91,5.58,0.34,3.38,1
YDR256C,6.8,0.97,6.02,4.47,5.83,6.6,3.3,5.24,5.24,5.24,1.55,7.18,6.41,6.41,5.05,5.63,5.83,6.21,1.55,4.47,0
YML035C,5.31,0.99,8.15,5.43,3.83,3.95,3.83,4.81,6.67,9.63,1.11,5.93,5.19,4.81,5.19,8.4,4.2,6.17,1.23,5.19,0
YPR181C,8.07,1.43,5.99,4.56,5.08,4.95,2.34,5.73,4.04,10.29,2.08,5.99,6.25,4.82,3.91,8.07,6.77,5.21,0.78,3.65,1
YIR022W,7.19,0.6,2.99,4.19,5.99,8.38,1.8,6.59,6.59,12.57,2.4,8.38,2.4,4.79,2.99,5.39,2.99,7.78,1.8,4.19,1
YDR194C,5.12,1.05,7.23,7.08,4.97,3.92,1.81,7.98,8.58,8.13,1.36,7.53,3.46,2.26,7.68,8.58,4.37,5.72,0.15,3.01,0
YDR283C,4.46,0.42,6.87,6.81,4.76,3.92,1.75,7.23,7.29,9.89,2.23,6.57,3.68,3.92,5.24,10.01,5.36,5.12,1.15,3.32,0
YDR454C,8.02,0.53,5.88,8.02,5.88,6.95,0.53,5.88,10.16,6.42,1.6,4.28,3.74,2.14,3.74,10.16,5.35,6.95,0.53,3.21,1
YDR120C,6.67,1.93,4.04,6.84,3.33,5.96,2.28,5.44,9.47,8.07,2.28,7.54,5.44,2.63,4.56,7.19,5.26,6.14,0.88,4.04,0
YLR060W,6.22,1.51,6.72,7.9,4.87,4.71,2.52,7.23,7.73,9.24,2.18,5.38,5.04,3.03,4.2,6.39,5.04,6.55,0.67,2.86,1
YFL022C,5.37,0.2,6.96,7.55,5.17,5.57,2.39,5.37,8.15,11.53,2.78,5.17,3.98,4.97,3.78,6.16,5.96,4.77,1.19,2.98,1
YDL014W,7.65,0.92,3.67,6.12,3.06,18.96,2.14,5.5,5.5,4.89,2.45,1.53,4.89,1.83,10.7,7.34,1.83,8.26,0.31,2.45,1
YKL024C,5.88,1.96,7.84,7.35,5.88,6.37,0.98,7.35,8.33,7.35,1.96,2.94,3.43,4.41,6.37,7.84,4.41,7.35,0,1.96,1
YGR282C,9.9,1.28,7.67,4.79,5.75,6.71,0.64,3.51,5.11,5.75,1.6,5.11,1.92,4.15,1.28,11.5,8.63,7.99,2.88,3.83,0
YOR027W,12.56,0.51,6.45,10.02,2.21,3.57,1.36,4.75,10.19,6.96,2.72,5.77,4.07,5.6,4.07,6.11,5.43,2.89,0.51,4.24,0
YBR082C,8.11,2.03,8.11,3.38,3.38,4.05,2.7,7.43,7.43,8.78,1.35,3.38,10.14,1.35,2.7,9.46,6.08,3.38,2.03,4.73,0
YDR059C,8.11,2.03,8.11,2.7,3.38,4.73,2.03,6.76,8.78,8.78,1.35,3.38,9.46,2.03,1.35,10.81,5.41,4.05,2.03,4.73,0
YIL035C,2.69,0.54,7.8,6.72,5.38,3.49,3.49,8.06,10.22,8.6,3.23,5.11,4.3,2.69,5.38,3.76,4.57,6.18,1.88,5.91,0
YBR088C,5.04,1.55,10.47,7.36,6.59,4.65,0.78,9.3,6.98,12.4,2.33,2.33,3.1,3.49,3.1,9.3,4.65,5.04,0,1.55,1
YCR088W,9.46,0.17,7.94,12.67,2.87,3.72,0.68,4.73,9.97,5.24,0.84,5.07,11.15,3.38,2.87,8.61,3.72,3.72,1.35,1.86,1
YBR072W,5.14,0,9.81,5.61,5.14,7.01,1.4,4.21,9.35,7.48,0.47,8.41,6.54,2.34,3.74,7.48,3.27,8.41,0.93,3.27,0
YBR127C,6.96,0.19,6.96,8.51,3.87,7.16,1.35,8.12,5.03,8.12,2.32,4.45,5.22,3.09,6.38,6.38,6,6,0.19,3.68,0
YIL021W,7.55,2.2,8.18,7.86,2.52,6.29,1.57,5.66,6.29,7.23,3.46,6.29,3.77,4.72,2.52,7.23,4.72,7.23,1.57,3.14,1
YER178W,9.52,1.67,5.24,6.19,3.81,9.29,1.9,4.76,6.9,7.86,4.05,2.38,4.29,3.33,5.24,6.67,5.71,5.48,0.71,5,0
YLR134W,9.24,0.71,4.97,5.68,3.73,7.1,2.49,6.57,5.86,9.77,2.49,5.15,4.8,3.55,3.37,4.8,7.46,7.82,1.24,3.2,0
YJL034W,8.36,0.15,8.65,8.06,3.67,7.77,1.17,6.3,8.8,9.09,1.32,4.99,2.93,3.08,2.93,5.72,5.87,8.36,0.15,2.64,1
YLR249W,8.72,1.44,5.56,8.81,3.45,6.03,2.3,7.47,8.05,8.33,2.39,4.69,4.12,2.78,4.31,5.75,6.03,6.8,1.05,1.92,1
YCL050C,4.36,1.87,5.92,9.03,5.3,4.36,2.49,5.3,8.1,11.21,3.12,5.61,7.17,3.43,1.56,6.54,7.17,3.43,0.62,3.43,0
YHR042W,6.95,0.58,6.8,6.08,5.35,6.22,1.74,5.35,6.37,9.55,1.88,6.37,5.21,3.18,3.04,7.81,5.5,7.38,0.72,3.91,1
